강북장례식장,대구광역시 북구 칠곡중앙대로 504-6,053-313-1024,507,2018-05-14,35.940109,128.550847,2020-09-10
문요양병원장례식장,대구광역시 북구 칠곡중앙대로 215,053-323-4444,843,2017-12-01,35.915367,128.547998,2020-09-10
배성병원장례식장,대구광역시 북구 검단로 140,053-382-1600,991,2018-07-13,35.90783,128.622549,2020-09-10
한성병원장례식장,대구광역시 북구 칠성남로30길 28,053-253-3444,931,2018-01-26,35.876307,128.597907,2020-09-10
케이마디병원장례식장,대구광역시 북구 팔달로 217,053-353-4442,327,2017-12-12,35.888216,128.573914,2020-09-10
대구병원장례식장,대구광역시 북구 칠곡중앙대로 194,053-311-4488,264,2017-11-09,35.913311,128.548833,2020-09-10
대현첨단요양병원장례식장,대구광역시 북구 대현로 19,053-669-1004,531,2018-01-29,35.886377,128.602864,2020-09-10
칠곡경북대학교병원장례식장,대구광역시 북구 호국로 807,053-200-2514,4304,2017-06-30,35.957163,128.565249,2020-09-10
