동서당약국,운영,"대구광역시 북구 경진로1길 42 ,1층(복현동)","대구광역시 북구 복현동 424-4 ,1층(복현동)",35.89493547,128.6171779,0900~1900,0900~1900,0900~1900,0900~1900,0900~1900,0900~1400,,,,053-954-8181,2021-07-19
동서약국,운영,"대구광역시 북구 호국로 215, 대성골든프라자2차 1층 (서변동)",대구광역시 북구 서변동 1787번지 112호,35.92094885,128.5987141,0900~2100,0900~2100,0900~2100,0900~2100,0900~2100,0900~1800,,1000~1800,,053-956-1936,2021-07-19
동신약국,운영,"대구광역시 북구 침산남로7길 6-1, (노원동1가)",대구광역시 북구 노원동1가 4-4,35.88946153,128.5796371,0700~2200,0700~2200,0700~2200,0700~2200,0700~2200,0700~2200,0800~2100,0700~2200,"1,2,3,4,5",053-352-6569,2021-07-19
동창약국,운영,"대구광역시 북구 팔달로 207, 1층 (노원동2가)",,35.88828738,128.5727003,0830~2000,0830~2000,0830~2000,0830~2000,0830~2000,0830~1800,,0830~2000,,053-357-7345,2021-07-19
동천맑은약국,운영,"대구광역시 북구 팔거천동로 213, 1층 (동천동)",,35.94299517,128.5577397,0900~2100,0900~2100,0900~2100,0900~2100,0900~2100,0900~1800,0900~1800,0900~1800,"1,2,3,4,5",053-326-7514,2021-07-19
드림약국,운영,대구광역시 북구 동암로 90 (동천동) C동 405호,대구광역시 북구 동천동 894-1 세븐밸리C동 405호,35.94410779,128.5603281,0930~1830,0930~1830,0930~1830,1400~1830,0930~1830,0930~1300,0930~1300,,"1,2,3,4,5",053-322-3027,2021-07-19
들꽃약국,운영,"대구광역시 북구 학정로 415, 2층 201호 (동천동, 메가타운)",,35.94184918,128.5629876,0830~2000,0830~2000,0830~2000,0830~2000,0830~2000,0830~1230,,,,053-325-9898,2021-07-19
라임약국,운영,대구광역시 북구 구암로65길 52,대구광역시 북구 구암동 769번지 4호 (1층일부),35.94164736,128.564109,0900~1830,0900~1830,0900~1830,0900~1830,0900~1830,0900~1300,,,,053-322-7771,2021-07-19
매천약국,운영,"대구광역시 북구 매전로 78, 1층 (태전동)",,35.91258739,128.5468457,0900~2000,0900~2000,0900~2000,0900~2000,0900~2000,0900~1900,,,,053-326-7580,2021-07-19
메디팜녹색약국,운영,대구광역시 북구 칠곡중앙대로 349,대구광역시 북구 태전동 973-3,35.92696755,128.547294,0900~2200,0900~2200,0900~2200,0900~2200,0900~2200,0900~1900,,,,053-321-0147,2021-07-19
