해맞이 행사,오봉산 등,2021-01-01,2021-01-01,"새해 소원빌기 행사, 새해안녕기원행사,해맞이공연, 먹거리제공 등",북구청 문화예술과,공모사업,,,,,,대구광역시 북구 구암동 349,35.932373,128.567659,2021-06-01
금호강 정월대보름축제,산격대교 하단,1900-01-01,1900-01-01,"달집태우기, 달맞이 행사 등",북구청 문화예술과,공모사업,,,,매년 정월대보름,,대구광역시 북구 산격동 1477-1,35.90950187,128.6039932,2021-06-01
금호강 바람소리길축제,산격대교 하단,1900-01-01,1900-01-01,"각종 체험프로그램, 힐링쉼터, 축하무대 등",북구청 문화예술과,행복북구문화재단,,,,매년 9~10월 중 2일,,대구광역시 북구 산격동 1477-1,35.90950187,128.6039932,2021-06-01
