축제명,홈페이지주소,축제내용,주최기관,전화번호,축제시작일자,소재지지번주소,주관기관,경도,축제종료일자,소재지도로명주소,관련정보,위도,후원기관,데이터기준일자,개최장소
새해맞이북구민 안녕기원한마당,,새해 해돋이 행사,소원성취 풍선날리기,먹거리제공,한마당 공연 등,북구문화원,,2010-01-01,대구광역시 북구 구암동 349,북구청 문화공보실,128.5675195,2010-01-01,,,35.93228847,,2018-06-18,운암지수변공원 광장
옻골문화축제,,청소년 댄스대회,청소년가요제,옻골가요제,문예경연 등,대구칠곡청년봉사회,,2010-10-09,,북구청 문화공보실,128.5660409,2010-10-10,대구광역시 북구 구암동,,35.93888969,,2018-06-18,옻골동산
새해맞이북구민 안녕기원한마당,,새해 해돋이 행사,소원성취 풍선날리기,먹거리제공,한마당 공연 등,북구문화원,,2011-01-01,,북구청 문화교육과,128.5660409,2011-01-01,대구광역시 북구 구암동,,35.93888969,,2018-06-18,운암지수변공원 광장
고성동 ?꽃축제,,풍물놀이,주민노래자랑,주민자치센터프로그램 발표 등,고성동 동민 축제추진위원회,,2011-04-01,,북구청 문화교육과,128.5876078,2011-04-01,대구광역시 북구 고성동,,35.88161472,,2018-06-18,고성동 광명로
침산동 아카시아 축제,,댄스,주민노래자랑 등,침산동 축제추진위원회,,2011-05-08,대구광역시 북구 침산동 1168-3,북구청 문화교육과,128.5848591,2011-05-08,대구광역시 북구 침산남로9길 118(침산동),,35.89726601,,2018-06-18,침산공원 잔디광장
가을맞이 음악회,,다양한 장르의 음악공연,초청가수 공연 등,북구문화원,,2011-09-23,대구광역시 북구 산격동 산86-1,북구청 문화교육과,128.5983151,2011-09-23,,,35.89978024,,2018-06-18,연암공원
옻골문화축제,,청소년 댄스대회,청소년가요제,옻골가요제,문예경연 등,대구칠곡청년봉사회,,2011-09-24,,북구청 문화교육과,128.5473074,2011-09-25,대구광역시 북구 관음동,,35.94424394,,2018-06-18,관음운동장
새해맞이북구민 안녕기원한마당,,새해 해돋이 행사,소원성취 풍선날리기, 먹거리제공,한마당 공연 등,북구문화원,,2012-01-01,,북구청 문화교육과,128.5660409,2012-01-01,대구광역시 북구 구암동,,35.93888969,,2018-06-18,운암지수변공원 광장
금호강 달집태우기,,달집태우기행사,풍물놀이,소원지봉헌등,복현2동달집태우기 추진위원회,,2012-02-06,,북구청 문화교육과,128.6254807,2012-02-06,대구광역시 북구 복현2동,,35.8954181,,2018-06-18,공항교하단 금호강둔치
동화천 달집 태우기,,달집태우기행사,풍물놀이,소원지봉헌등,무태조야동 달집태우기 추진위원회,,2012-02-06,,북구청 문화교육과,128.5971004,2012-02-06,대구광역시 북구 무태조야동,,35.92134079,,2018-06-18,동화천 동변교일대
침산동 오봉축제,,댄스,주민노래자랑 등,침산동 축제추진위원회,,2012-05-05,대구광역시 북구 침산동 1168-3,북구청 문화교육과,128.5848591,2012-05-05,대구광역시 북구 침산남로9길 118(침산동),,35.89726601,,2018-06-18,침산공원 잔디광장
옻골문화축제,,청소년 댄스대회,청소년가요제,옻골가요제,문예경연 등,대구칠곡청년봉사회,,2012-09-14,,북구청 문화교육과,128.5473074,2012-09-15,대구광역시 북구 관음동,,35.94424394,,2018-06-18,관음운동장
가을맞이 음악회,,다양한 장르의 음악공연,초청가수 공연 등,북구문화원,,2012-09-21,대구광역시 북구 산격동 산86-1,북구청 문화교육과,128.5983151,2012-09-21,,,35.89978024,,2018-06-18,연암공원
고성동 한마음축제,,풍물놀이,주민노래자랑,주민자치센터프로그램 발표 등,고성동 동민 축제추진위원회,,2012-10-05,,북구청 문화교육과,128.5876078,2012-10-05,대구광역시 북구 고성동,,35.88161472,,2018-06-18,고성북로 일원
새해맞이북구민 안녕기원한마당,,새해 해돋이 행사,소원성취 풍선날리기, 먹거리제공,한마당 공연 등,북구문화원,,2013-01-01,,북구청 문화교육과,128.5660409,2013-01-01,대구광역시 북구 구암동,,35.93888969,,2018-06-18,운암지수변공원 광장
금호강 달집태우기,,달집태우기행사,풍물놀이,소원지봉헌등,복현2동달집태우기 추진위원회,,2013-02-24,,북구청 문화교육과,128.6254807,2013-02-24,대구광역시 북구 복현2동,,35.8954181,,2018-06-18,공항교하단 금호강둔치
동화천 달집 태우기,,달집태우기행사,풍물놀이,소원지봉헌등,무태조야동 달집태우기 추진위원회,,2013-02-24,,북구청 문화교육과,128.5971004,2013-02-24,대구광역시 북구 무태조야동,,35.92134079,,2018-06-18,동화천 동변교일대
고성동 한마음벚꽃축제,,풍물놀이,주민노래자랑,주민자치센터프로그램 발표 등,고성동 동민 축제추진위원회,,2013-03-30,,북구청 문화교육과,128.5876078,2013-03-30,대구광역시 북구 고성동,,35.88161472,,2018-06-18,고성북로 일원
옻골문화축제,,청소년 댄스대회,청소년가요제,옻골가요제,문예경연 등,대구칠곡청년봉사회,,2013-09-27,,북구청 문화교육과,128.5473074,2013-09-28,대구광역시 북구 관음동,,35.94424394,,2018-06-18,관음운동장
가을음악회,,다양한 장르의 음악공연,초청가수 공연 등,북구문화원,,2013-10-02,대구광역시 북구 산격동 산86-1,북구청 문화교육과,128.5983151,2013-10-02,,,35.89978024,,2018-06-18,연암공원
침산동 오봉한마음축제,,댄스,주민노래자랑 등,침산동 축제추진위원회,,2013-11-03,대구광역시 북구 침산동 1168-3,북구청 문화교육과,128.5848591,2013-11-03,대구광역시 북구 침산남로9길 118(침산동),,35.89726601,,2018-06-18,침산공원 잔디광장
새해맞이북구민 안녕기원한마당,,새해 해돋이 행사,소원성취 풍선날리기, 먹거리제공,한마당 공연 등,북구문화원,,2014-01-01,,북구청 문화교육과,128.5660409,2014-01-01,대구광역시 북구 구암동,,35.93888969,,2018-06-18,운암지수변공원 광장
금호강 달집태우기,,달집태우기행사,풍물놀이,소원지봉헌등,복현2동달집태우기 추진위원회,,2014-02-14,,북구청 문화교육과,128.6254807,2014-02-14,대구광역시 북구 복현2동,,35.8954181,,2018-06-18,공항교하단 금호강둔치
동화천 달집 태우기,,달집태우기행사,풍물놀이,소원지봉헌등,무태조야동 달집태우기 추진위원회,,2014-02-14,,북구청 문화교육과,128.5971004,2014-02-14,대구광역시 북구 무태조야동,,35.92134079,,2018-06-18,동화천 동변교일대
팔거민속한마당,,민속놀이, 기원제, 세시음식나눔등,북구문화원,,2014-02-14,,북구청 문화교육과,128.5675658,2014-02-14,대구광역시 북구 학정동,,35.95168754,,2018-06-18,팔거천 거동교 상류
침산동 오봉한마음축제,,댄스,주민노래자랑 등,침산동 축제추진위원회,,2014-09-27,대구광역시 북구 침산동 1168-3,북구청 문화교육과,128.5848591,2014-09-27,대구광역시 북구 침산남로9길 118(침산동),,35.89726601,,2018-06-18,침산공원 잔디광장
가을음악회,,다양한 장르의 음악공연,초청가수 공연 등,북구문화원,,2014-10-10,대구광역시 북구 산격동 산86-1,북구청 문화교육과,128.5983151,2014-10-10,,,35.89978024,,2018-06-18,연암공원
고성동 한마음축제,,풍물놀이,주민노래자랑,주민자치센터프로그램 발표 등,고성동 동민 축제추진위원회,,2014-10-18,,북구청 문화교육과,128.5876078,2014-10-18,대구광역시 북구 고성동,,35.88161472,,2018-06-18,고성북로 일원
옻골문화축제,,청소년 댄스대회,청소년가요제,옻골가요제,문예경연 등,대구칠곡청년봉사회,,2014-10-18,,북구청 문화교육과,128.5660409,2014-10-19,대구광역시 북구 구암동,,35.93888969,,2018-06-18,관음운동장
산격동 매잠골 축제,,댄스,주민노래자랑 등,산격동 축제준비집행위원회,,2014-10-19,대구광역시 북구 산격동 789-4,북구청 문화교육과,128.5931912,2014-10-19,대구광역시 북구 신천동로 900(산격동),,35.89611402,,2018-06-18,대산초교 운동장 일원
함지산 해맞이 행사,,새해 소원빌기 행사, 새해안녕기원행사,해맞이공연, 먹거리제공 등,(사)대구북구새마을회,,2015-01-01,,북구청 문화체육과,128.5660409,2015-01-01,대구광역시 북구 구암동,,35.93888969,,2018-06-18,운암지수변공원 광장
금호강 정월대보름 축제,,달집태우기행사,민속놀이체험,세시음식나누기, 대보름 달맞이 공연 등,북구문화원,,2015-03-05,,북구청 문화체육과,128.5605401,2015-03-05,대구광역시 북구 노곡동,,35.90437917,,2018-06-18,금호강 하중도
금호강 바람소리길 축제,,테마공연, 체험형 메인프로그램,수상프로그램,어린이체험프로그램,지역복지박람회 등,북구 축제추진위원회,,2015-10-09,,북구청 문화체육과,128.594195,2015-10-11,대구광역시 북구 서변동,,35.93289953,,2018-06-18,금호강 산격대교 일원
찾아가는 음악회,,다양한 장르의 음악공연 등,북구문화원,,2015-09-12,대구광역시 북구 팔달동 52,북구청 문화체육과,128.5436016,2015-09-12,대구광역시 북구 매천로2길19(매천동),,35.8981892,,2018-06-18,두산위브 아파트(팔달동)
찾아가는 음악회,,다양한 장르의 음악공연 등,북구문화원,,2015-09-19,대구광역시 북구 매천동 673,북구청 문화체육과,128.5427884,2015-09-19,대구광역시 북구 매전로17(팔달동),,35.90924048,,2018-06-18,화성파크드림(매천동)
찾아가는 음악회,,다양한 장르의 음악공연 등,북구문화원,,2015-09-23,대구광역시 북구 동변동 694,북구청 문화체육과,128.6041638,2015-09-23,대구광역시 북구 동변로60(동변동),,35.91913074,,2018-06-18,동변초등학교 (동변동)
오봉산 해맞이행사,,새해 소원빌기 행사, 새해안녕기원행사,해맞이공연, 먹거리제공 등,(사)대구북구새마을회,,2016-01-01,대구광역시 북구 침산동 1168-3,북구청 문화체육과,128.5848591,2016-01-01,대구광역시 북구 침산남로9길 118(침산동),,35.89726601,,2018-06-18,오봉산 침산공원
금호강 정월대보름 축제,,달집태우기행사,민속놀이체험,세시음식나누기,대보름 달맞이 공연 등,북구 문화원,,2016-02-22,,북구청 문화체육과,128.594195,2016-02-22,대구광역시 북구 서변동,,35.93289953,,2018-06-18,금호강 산격대교 일원
금호강 바람소리길 축제,,테마공연, 체험형 메인프로그램,수상프로그램,어린이체험프로그램,지역복지박람회 등,북구 축제추진위원회,,2016-10-08,,북구청 문화체육과,128.594195,2016-10-09,대구광역시 북구 서변동,,35.93289953,,2018-06-18,금호강변(산격대교~하중도)
국악과 클래식의 협연,,다양한 장르의 음악공연 등,북구 문화원,,2016-08-31,대구광역시 북구 읍내동 550,북구청 문화체육과,128.5508172,2016-08-31,대구광역시 북구 칠곡중앙대로 597(읍내동),,35.94918734,,2018-06-18,칠곡향교
찾아가는 마을 음악회,,다양한 장르의 음악공연 등,북구 문화원,,2016-09-23,대구광역시 북구 산격동 1393,북구청 문화체육과,128.6085678,2016-09-23,대구광역시 북구 대학로17길 11(산격동),,35.89327048,,2018-06-18,무지개공원(산격3동)
수험생을 위한 찾아가는 음악회,,다양한 장르의 음악공연 등,북구 문화원,,2016-12-09,대구광역시 북구 침산동 810-1,북구청 문화체육과,128.587844,2016-12-09,대구광역시 북구 침산남로9길 164(침산동),,35.90054277,,2018-06-18,경상여자고등학교
